gene_id,planted_group,label_post_cutoff,is_temporal_evaluation,score_popularity,score_mean_expression,score_differential_expression,score_cell_type_specificity,score_network_centrality,score_druggable_class,score_supervised_with_popularity,score_supervised_without_popularity,score_random_mlp_small,score_random_mlp_large,score_random_ranking,score_supervised_unmatched_compute,score_supervised_ood_transfer,score_random_mlp_small_ood_transfer
GENE_00030,popularity_only,0,1,0.961974649766511,-0.5451244724945637,-0.5901337713424193,0.6531865054499417,0.7535437498402432,0.01067378252168112,0.2684016531395087,0.2750594407372004,0.23181615739283148,0.22071433794031048,0.4975745089220127,0.2669385051188657,0.7208071499878704,0.701179396122374
GENE_00031,biology_signal,0,0,0.9739826551034023,2.937313260695245,3.406662521823404,0.8446614098030403,0.9700433541139324,0.6157438292194797,0.9870996071698689,0.9878947770151695,0.9101611873163288,0.9338004330172295,0.007850930538970569,0.9872875676225054,0.34088345205892506,0.5582387035516655
GENE_00032,biology_signal,0,1,0.61974649766511,-2.9483232124814576,-2.5669051484805774,0.0876882355775138,0.6205338021829842,0.01134089392928619,0.015543290794411762,0.015035469369433072,0.0160327423233349,0.013778755322464038,0.34248164602524167,0.015271348616257136,0.8685372714107072,0.8864310949575311
GENE_00033,popularity_only,0,1,0.57104736490994,0.5282201109922343,-0.1756518587162289,0.2976905268737132,0.1339028517690988,0.01200800533689126,0.20643692305486253,0.20950640578392385,0.16124726542714546,0.224627588659337,0.5480822176539747,0.20595718715296726,0.06673318018203983,0.058091209774648295
GENE_00034,noise,1,1,0.12808539026017346,1.3724895445366876,-0.1141953169169765,0.6063362124115765,0.2874921358803351,0.012675116744496331,0.4595490547347657,0.45867599235886186,0.4748754524141702,0.4565229434086688,0.5589003520689443,0.45989616821819945,0.08424969670183444,0.07299317730907488
GENE_00035,biology_signal,0,1,0.46631087391594395,-1.2810821040731255,-0.3304411156079677,0.1628174500015322,0.6515666367316103,0.0133422281521014,0.10728274800886249,0.10456844513499242,0.09341772287622116,0.08501116440364538,0.004388482820732453,0.10649738176191008,0.4605913290055298,0.47254292728566866
GENE_00036,noise,0,1,0.6964643095396932,0.7274128855004232,-0.0008791477977856,0.2169583432256956,0.4326062072800906,0.014009339559706471,0.28153744045576945,0.28313538350187895,0.20247561473032807,0.23929381206575648,0.5850231012502543,0.2814053463303991,0.22543054542256646,0.17290385717060644
GENE_00037,noise,1,1,0.6577718478985991,1.178192766258438,-0.8158595710831862,0.6305836729473983,0.694987203935934,0.01467645096731154,0.4839262097621307,0.4808480947798943,0.6289344154854437,0.5324432848756161,0.8257695621653177,0.484181905735495,0.3307232037907547,0.3007769711005185
GENE_00038,biology_signal,0,1,0.2074716477651768,0.8266016118032928,0.5442203973956625,0.6458870766716737,0.7498326761817344,0.015343562374916611,0.5834438886782287,0.5755122907567688,0.7117420103685177,0.5137525185655104,0.05329073293510689,0.583851542647369,0.2657226886828902,0.29747404097048885
GENE_00039,noise,0,0,0.8358905937291528,1.0014873829830215,0.5358939350728686,0.8703805403826059,0.8373378420046113,0.6164109406270847,0.8800776056115344,0.8800473582354977,0.7568411034423321,0.8990400889885831,0.6288147728943811,0.8805495342443306,0.3344040486088491,0.3971352457786884
GENE_00040,noise,0,1,0.6584389593062041,-0.1547700785652875,0.729366495872395,0.5896093331583165,0.599166487057617,0.016010673782521682,0.3840074719087493,0.38178307465887856,0.4059220250617061,0.45763716878722654,0.7455640341212441,0.383206935373038,0.10742327673666774,0.0691184825670013
GENE_00041,noise,0,0,0.9426284189459639,-0.0893567820478744,-0.1281248176885671,0.543018762963225,0.927871537243796,0.6170780520346898,0.661144040611961,0.6649323166175458,0.6516414309063546,0.8031845112463201,0.7930652290784965,0.6609621848783317,0.7695377011791323,0.7554621847259495
GENE_00042,biology_signal,0,1,0.12875250166777852,-0.7815599461138807,-0.441527840965968,0.7160877714806794,0.2295370246127978,0.6177451634422949,0.4093427007735318,0.4073546182545581,0.37335921891476975,0.40231838800120046,0.21843498714228238,0.4079826838180114,0.29288227380129,0.3369485820581139
GENE_00043,noise,0,1,0.6591060707138092,0.5078079539928406,-0.0425693355620586,0.3073955345417511,0.6250861424767762,0.01667778519012675,0.3243573975648269,0.32252832438387286,0.29057205904043687,0.26762588940021326,0.5863864738788006,0.32416934226761634,0.1514006611277112,0.10772445146223858
GENE_00044,noise,0,0,0.27484989993328884,0.1576287132778456,0.5110358590147386,0.7468280790707377,0.7254352130908326,0.01734489659773182,0.5065931623968928,0.49841373630650504,0.6578424767252736,0.5113176963857482,0.6093042502788351,0.5062117872887751,0.4939388544640558,0.6320766088521093
GENE_00045,noise,0,1,0.7545030020013342,-0.1574834693319336,1.1918553792863549,0.5903533919686206,0.6385744837574823,0.6184122748498999,0.7109854701988044,0.7109815469481517,0.6847884466767444,0.8197749520273625,0.8766884620431067,0.7109867502954559,0.7849862808107543,0.7330519852652795
GENE_00046,biology_signal,0,1,0.6204136090727151,-0.317671677022361,-1.9174331066562345,0.2982865177491556,0.4082925847856946,0.01801200800533689,0.09839024521660672,0.09791382297548668,0.09630515444432691,0.06434850608286447,0.16315055823002156,0.09774924157041337,0.2821724379779961,0.25339883989164247
GENE_00047,noise,0,0,0.01467645096731154,0.7858602461182773,0.7982404367826685,0.3496793100821767,0.0997553160617494,0.619079386257505,0.5980720028467182,0.6000422250853311,0.5371895958452748,0.7628748909853624,0.9391118167884873,0.5986622296886711,0.45939131586378246,0.389965394561076
GENE_00048,noise,0,1,0.2755170113408939,0.9934296160828108,-0.4561130547258926,0.3000469157183461,0.1937325842765893,0.018679119412941963,0.25319562542791774,0.25420614473715025,0.21234649800737665,0.30580083424553123,0.9286941756210854,0.25306764707836843,0.16897126018900485,0.14253970275927866
GENE_00049,biology_signal,0,1,0.7284856571047365,-1.6458378149397914,-3.621390170953932,0.1026550758282062,0.2907203969407258,0.61974649766511,0.04983616532492777,0.04996599019615091,0.10362924701187459,0.038475734087097424,0.1455968277989259,0.04926085945851266,0.9450999333872631,0.835854382119912
GENE_00050,biology_signal,0,1,0.06004002668445631,-6.110541848678319,-7.429178348522784,0.0031583229742177,0.0417446261112263,0.019346230820547032,0.00016411574279794132,0.00015697063433838164,0.00779612590883367,0.008563641109654392,0.23508708704172387,0.00015792707368732757,0.9384968464423146,0.9237565396480304
GENE_00051,biology_signal,0,1,0.41160773849232823,0.8176641355813503,-0.6869098133102666,0.4410415952868557,0.7354668755464504,0.0200133422281521,0.38822786256623343,0.3818168323727333,0.45081825175677065,0.42058156892369836,0.41448006981153407,0.3883180849459474,0.37643564527104956,0.5229783843089808
GENE_00052,biology_signal,0,1,0.12941961307538358,-2.4707096854436266,-3.2470718008086297,0.1045344529890379,0.2666656031428248,0.02068045363575717,0.01125259993497047,0.0109448967595213,0.022404393629574117,0.010042645747470644,0.15425304156171005,0.011057408931796233,0.7618547073337208,0.7494252760132697
GENE_00053,noise,0,1,0.9646430953969313,0.9371616714656044,-0.0181084627758045,0.6669208355193963,0.8103267828103561,0.02134756504336224,0.5532019720336129,0.5634035385888342,0.6299240016180752,0.6524728234524699,0.6862673474479792,0.5531119048661646,0.2043305359737121,0.12228876702311332
GENE_00054,biology_signal,0,1,0.13008672448298866,1.0164481828722538,0.728609877094124,0.6917452103221485,0.5347311710557002,0.022014676450967312,0.5854533602180997,0.5806732579575264,0.7352965945445352,0.5756890970647113,0.3175522243267299,0.5858743624880335,0.3780547298068205,0.3753053162828657
GENE_00055,biology_signal,0,1,0.06070713809206137,-2.191222893463216,-0.7956342813561371,0.2484406474487255,0.1847385712252647,0.6204136090727151,0.10925077745975967,0.10788052318450868,0.058605893944982834,0.09350289757719756,0.020912125928841174,0.10813845651408839,0.48338990395810116,0.40740622957485073
GENE_00056,noise,0,1,0.6597731821214142,-0.2789545835496826,-0.397523240841491,0.6055464152436828,0.5264966879582205,0.02268178785857238,0.26172878251990567,0.2601666449332235,0.25879180157312076,0.26658422304247575,0.8640071036301455,0.2606764517338645,0.5507093647853714,0.5649858648042275
GENE_00057,biology_signal,0,1,0.061374249499666446,-3.6424453465853066,-4.191074026423473,0.0387221022237032,0.1805789130014601,0.6210807204803203,0.010043496954844322,0.00976121927371253,0.034140662882396915,0.015798552046606528,0.19673311068681898,0.009836895431684851,0.9272284788508004,0.9218196219985485
GENE_00058,noise,0,0,0.8779186124082722,0.2809180711135197,-0.1478004440397149,0.8462384494175719,0.5167252234887828,0.02334889926617745,0.4300438642901269,0.4343779608785686,0.3369681857665228,0.5819748532118464,0.85755997861896,0.4291119772868742,0.2858286520045215,0.21923324392891816
GENE_00059,biology_signal,0,0,0.276184122748499,2.325643193171013,3.535520094022218,0.9049522487151072,0.772943584506932,0.6217478318879253,0.9812214129989694,0.980968278773408,0.9243380714555635,0.9442281174650785,0.42396235977146635,0.9814747562922214,0.19229844533465457,0.22271917769830535
GENE_00060,biology_signal,0,0,0.8218812541694464,1.903494231080591,2.4220269476596057,0.951383523739724,0.933351753148082,0.02401601067378252,0.9118306625440223,0.9115143769221439,0.836129429900261,0.9233241997388272,0.32366710293461787,0.9124533969499583,0.12163006224524021,0.10156736993429451
GENE_00061,biology_signal,0,0,0.13075383589059372,-0.3615254033670496,-0.3909588861204056,0.7782495983664278,0.2514245847897198,0.024683122081387593,0.24376901743457896,0.24162791119051627,0.2472475470559833,0.24990251647250392,0.15227714061647601,0.24253593558520103,0.16336513477646816,0.12733678061339612
GENE_00062,noise,0,0,0.9432955303535691,-0.3770059903801558,0.4422811678753306,0.5477632368368409,0.8569913718658919,0.6224149432955304,0.6529344076364053,0.657751776225373,0.6070621819171486,0.7107833155542499,0.6739955920039946,0.6525373799677695,0.598228239155623,0.6633572050678007
GENE_00063,noise,0,0,0.8365577051367579,-0.1437797138446535,0.3071518069776274,0.5998485049544816,0.8735802097593934,0.6230820547031354,0.7002788760211432,0.698549855568476,0.6475905135479025,0.7620946095469671,0.7820700892378718,0.7002573666732457,0.7254831796036422,0.7392220143076129
GENE_00064,biology_signal,0,1,0.1314209472981988,-1.595963846240222,-2.9711550878409696,0.3595151254647882,0.099311881659332,0.025350233488992662,0.025231272020147355,0.024915643124518015,0.04867346935706867,0.04114356523326688,0.24991735517671199,0.024870507867540723,0.6242881860439499,0.635008520859109
GENE_00065,biology_signal,0,0,0.2768512341561041,2.4187255415570568,2.8323321344250254,0.9372845850498052,0.2600250794552221,0.6237491661107405,0.9609677510918033,0.9616420129841096,0.9437212669290046,0.9102646330205421,0.3554623144044121,0.9613854881639096,0.108628068375859,0.09105013576790641
GENE_00066,biology_signal,0,1,0.466977985323549,-2.482051326185143,-1.388151436969974,0.2173337435436633,0.2490571559522683,0.02601734489659773,0.02541399305345673,0.025124201432973337,0.027830922653983663,0.017833426198122712,0.44143921719933144,0.02501293077686862,0.8164748358223181,0.8777323057068993
GENE_00067,noise,0,1,0.7771847898599066,-0.3919372682230144,-0.4413091501113273,0.4708659663720743,0.5298975118433464,0.0266844563042028,0.21025815204340195,0.21033495721715859,0.1686233893661152,0.16291330438117566,0.88192819521332,0.20926041038474516,0.22095488177975278,0.16363141507890225
GENE_00068,popularity_only,0,1,0.981320880587058,-0.0090603190723997,0.3041565958835427,0.4079103158417947,0.9429252924262796,0.6244162775183456,0.6605049544887894,0.672973723876212,0.6871407146079065,0.7790956324128001,0.5054080080561515,0.6603265821884312,0.6040970358788128,0.7062543469853073
GENE_00069,noise,0,1,0.7551701134089392,-0.1043327509974659,-0.3219880833021799,0.3622825896839959,0.4797273294038467,0.6250833889259506,0.46171921833630913,0.4636518485041508,0.5211358081995743,0.3752554147761835,0.646268271982237,0.4612861117153033,0.49036409351851673,0.6222133597540809
GENE_00070,noise,0,1,0.7558372248165444,-0.6787884014353435,-0.0046419205558098,0.3272038130371568,0.7364907354119642,0.6257505003335557,0.46416245658363564,0.4614433285406082,0.4757595579105122,0.4757467798539083,0.717016554748685,0.46349597594256625,0.805909420145044,0.7283744656817095
GENE_00071,biology_signal,0,1,0.27751834556370913,-4.677159281120129,-5.787379191523753,0.0165707296952854,0.1743355236245191,0.027351567711807873,0.0008745284071113495,0.0008445380041624646,0.00961730417411955,0.006696741421526731,0.010890593394438097,0.0008485275884323396,0.9029188457363119,0.9412229070240709
GENE_00072,popularity_only,0,1,0.9653102068045364,-0.992325127072774,-0.8714483588494787,0.7829012573589087,0.8439468156567179,0.028018679119412943,0.25040940310103427,0.25542763462110085,0.2025180478100617,0.18090491705191072,0.527305490900662,0.24862631133166238,0.7272165149088411,0.7341088318907111
GENE_00073,biology_signal,0,1,0.00066711140760507,-1.859075294102971,-1.9518180437335029,0.0449985337463271,0.3030587804001904,0.028685790527018012,0.025474625416199718,0.024725472663938933,0.0525637551277177,0.012612012633686115,0.2571144403408636,0.025146965571123774,0.7929308981610472,0.7646348287590017
GENE_00074,noise,0,0,0.13208805870580387,0.8251914415843338,0.1025127703531506,0.4044505247160532,0.2677024651224413,0.6264176117411607,0.6049558338991434,0.6050132146634893,0.6546105158381734,0.7304571121871554,0.9692918088084088,0.6055342143722593,0.7290216306749276,0.8004311024201807
GENE_00075,biology_signal,0,0,0.9586390927284857,1.661957139784267,2.8788150880451147,0.9012897513998958,0.8922176933544398,0.02935290193462308,0.9000191582125983,0.9036827587568783,0.8064456661780062,0.8564638152750593,0.3518532363897364,0.9005531152286439,0.19070044577297046,0.29632891303466996
GENE_00076,noise,0,1,0.015343562374916611,1.0012070713432106,-0.1195220956941705,0.1531612845927244,0.3652029837340454,0.030020013342228154,0.27779686313728674,0.2751311638300798,0.2796304085160197,0.4405968199621499,0.6736235915774802,0.277982082208542,0.12801945674212475,0.1971377256959413
GENE_00077,biology_signal,0,1,0.06204136090727151,-2.0236469231723024,-2.067289714174325,0.2516332924443679,0.292799969575217,0.030687124749833223,0.029109024359260438,0.028345506209666606,0.034036498099071,0.017212207295903517,0.29209862999783465,0.02870002075870638,0.40219623913394453,0.3514337259278927
GENE_00078,biology_signal,0,1,0.13275517011340893,-1.7066729697068324,-1.84806860373538,0.2341737267555631,0.3428019422934292,0.03135423615743829,0.03923983339552317,0.03826818896593638,0.044233183638575056,0.01960777831307759,0.2532427122640235,0.03875998183302906,0.3499118355581371,0.31300828877918296
GENE_00079,noise,1,1,0.7291527685123416,0.0507355754799312,-0.8746604435047405,0.4877105255591693,0.6210853387389159,0.032021347565043365,0.2534993347045755,0.2518661681534301,0.27176095198009736,0.2173154902016039,0.7505060406224299,0.2527258921344969,0.28363260918639105,0.2717701409587945
GENE_00080,biology_signal,0,1,0.7298198799199467,-2.4708222973861083,-2.5279245960828094,0.0987694063015915,0.6416387651250718,0.03268845897264843,0.02177809669339953,0.02123569448462979,0.020121564062659757,0.024776275859063484,0.06339421348846708,0.02144075838402928,0.837462856462076,0.8610376239987849
GENE_00081,noise,0,1,0.7304869913275517,0.0197992224499104,-1.137085913105348,0.7902914299178054,0.8392868800263336,0.6270847231487658,0.6569507472269942,0.6523194482641486,0.655239373866199,0.5501740145665412,0.8046833257296097,0.6567131899728869,0.8717766777954048,0.7608188984490399
GENE_00082,noise,0,1,0.4676450967311541,-0.1940856555144137,-0.0985598182644929,0.7866479738935224,0.4248567740030689,0.0333555703802535,0.3280016745218247,0.3257903604470088,0.3742362024749666,0.4684904148002013,0.6796746382649917,0.3268490183904589,0.421567465489735,0.45214947946016915
GENE_00083,biology_signal,0,1,0.7311541027351568,0.810601775229383,0.619559893084455,0.2489457511824381,0.6612416773131871,0.627751834556371,0.6934659527037859,0.6937429870061068,0.6640697763503375,0.6416264066778832,0.1417994758222666,0.6943540634242074,0.21749707974623753,0.18670174330171224
GENE_00084,noise,0,0,0.9106070713809206,1.1138814296782031,-0.1918294912876073,0.5154472691383469,0.8000073199243637,0.03402268178785857,0.514373012930571,0.5172861904420503,0.7054130732232547,0.6069447904780034,0.9040344183927222,0.5146824064544114,0.16471152257373287,0.19678365135874354
GENE_00085,biology_signal,0,0,0.9159439626417611,2.157678683509992,1.6140328217338666,0.8243368309148474,0.7656577940589451,0.03468979319546364,0.8572201770184228,0.8602243207238431,0.8750256543535876,0.8887404874769693,0.2221549126554042,0.8580690225980918,0.06118971447987542,0.040910443112515446
GENE_00086,biology_signal,0,1,0.00133422281521014,-2.1459900102516114,-2.374844918953303,0.195735109802648,0.3799064622974792,0.035356904603068715,0.024711082594790483,0.023796767302608532,0.03236208845099677,0.014257344496252234,0.17775871517402875,0.02435607647976156,0.7009821153857969,0.8629020436245471
GENE_00087,noise,0,0,0.8519012675116745,0.2675861687778609,0.063037320773615,0.7468583023793565,0.5229747456611546,0.628418945963976,0.6936768241023203,0.6974205307830381,0.7100118865813101,0.7649683808115979,0.5914520689503752,0.693588069541347,0.5585663252737607,0.5188672448398557
GENE_00088,biology_signal,0,1,0.4122748498999333,0.3244677534451814,1.530678889704256,0.7925387947634663,0.3644464281867885,0.03602401601067378,0.5404308116719778,0.5399727043425951,0.6093543119297742,0.6951587885983882,0.32652672674472705,0.5400570886055241,0.16409388634338726,0.1594791894197868
GENE_00089,noise,0,1,0.571714476317545,-1.079437377361534,0.1990382357869823,0.2651930536225773,0.4721352636733797,0.03669112741827885,0.13512574719353188,0.1338839554954457,0.10400877369810438,0.09306708388450859,0.7823728158255249,0.13420956585825516,0.11088928751457969,0.10764041643784358
GENE_00090,biology_signal,0,0,0.41294196130753835,1.2712556957843888,1.5020613189300769,0.710934707841376,0.7369722572380062,0.6290860573715811,0.9008672423072799,0.8993848957920564,0.8674729586080898,0.9034108143350874,0.35125748159938897,0.9015068047466761,0.6393760848786255,0.7185154004668016
GENE_00091,biology_signal,0,0,0.5723815877251501,-0.3923380735134631,0.1919420671571941,0.3483891096424381,0.8191880123208597,0.037358238825883926,0.2861081173953512,0.28007608287663427,0.24329060621954965,0.26012742856509824,0.1277458472928732,0.285386765757122,0.5712077147102735,0.7303617840843682
GENE_00092,biology_signal,0,0,0.800533689126084,2.5349354493960936,2.208839448116691,0.7851299552000505,0.3554751826969512,0.6297531687791861,0.9479414088696083,0.9498156707014832,0.9238752531972839,0.9592692692390782,0.018459219293003093,0.9484780826123383,0.10810622180117216,0.07288416958502139
GENE_00093,noise,0,0,0.7318212141427618,1.043726859917101,0.0297255519260926,0.7018265374210244,0.8801426010637107,0.6304202801867912,0.8380960889579312,0.8361014760626898,0.7807894761648536,0.8293648597596776,0.6074050952568485,0.8387544357726764,0.3494714631589718,0.45182494419200403
GENE_00094,biology_signal,0,1,0.2781854569713142,-3.1573601725181426,-2.98969725999287,0.1070667857320227,0.1602559520985933,0.03802535023348899,0.007201622402740802,0.007061981136217591,0.01694535013118431,0.009587566909083916,0.09722836814770397,0.00705339720784197,0.8485468925022513,0.9220982934720551
GENE_00095,noise,0,0,0.4683122081387592,0.7211390625859794,0.8608511884602512,0.3831944589104274,0.7337134624896349,0.6310873915943963,0.7583401380870411,0.7551654324981503,0.7294909633991855,0.7932603013599369,0.5688047552588942,0.7591729347390254,0.6532772912046942,0.7325083856779809
